Text,Class

ಕಳೆದ ಕೆಲವು ದಿನಗಳ ಹವಾಮಾನದ ಬಗ್ಗೆ ನನಗೆ ತುಂಬಾ ಆಶ್ಚರ್ಯವಾಯಿತು ಆದರೆ ನಾನು ಅದಕ್ಕಾಗಿ ತುಂಬಾ ಕೃತಜ್ಞನಾಗಿದ್ದೇನೆ ಏಕೆಂದರೆ ನಾನು ಇನ್ನೂ ಚಳಿಯಿಲ್ಲದೆ ನನ್ನ ಶಾರ್ಟ್ಸ್ ಅನ್ನು ಧರಿಸಬಹುದು,0
ನಾನು ಅಸಹನೆ ಹೊಂದಿದ್ದೇನೆ ನಾನು ಬ್ಲಾಗ್ ನಮೂದನ್ನು ಪೋಸ್ಟ್ ಮಾಡುತ್ತೇನೆ ಮತ್ತು ನಾನು ಕೆಲವು ಪದಗಳನ್ನು ಬರೆದು ಜಗತ್ತಿನಲ್ಲಿ ಪಡೆದುಕೊಂಡಿದ್ದೇನೆ ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ,0
ನಾನು ಈ ಬಗ್ಗೆ ನಿಜವಾಗಿಯೂ ಕಹಿ ಅನುಭವಿಸುತ್ತಿದ್ದೇನೆ,0
ನಾನು ಎಲ್ಲೀ ಬಗ್ಗೆ ಇಷ್ಟಪಟ್ಟಿದ್ದೇನೆ ಎಂದರೆ ಲೋಥೈರ್ ಅವಳಿಗೆ ಹೇಳಿದ ಎಲ್ಲಾ ಅಸಭ್ಯ ಡೌಚೆ ಬ್ಯಾಗಿ ವಿಷಯಗಳಿಂದ ಅವಳು ಅವಮಾನಿತಳಾಗಿರಲಿಲ್ಲ ಏಕೆಂದರೆ ಎಲ್ಲೀ ಅವಮಾನಗಳು ಯಾರಿಗಾದರೂ ಬಂದಾಗ ಮಾತ್ರ ನೋಯಿಸುತ್ತವೆ ನೀವು ನೇರವಾಗಿ ಗೌರವಿಸುತ್ತೀರಿ,0
ನಾನು ನಿಜವಾಗಿಯೂ ಕ್ವಿನ್ ಅನ್ನು ಇಷ್ಟಪಡುವುದಿಲ್ಲ ಏಕೆಂದರೆ ಅವಳು ಬಾರ್ನಿಯನ್ನು ನೋಯಿಸುತ್ತಾಳೆ ಎಂದು ನನಗೆ ಅನಿಸುತ್ತದೆ ಮತ್ತು ನಾನು ಲೇಮ್ ಟೆಡ್ ರಾಬಿನ್ ಕಥಾಹಂದರವನ್ನು ದ್ವೇಷಿಸುತ್ತಿದ್ದೆ,0
ನಾನು ಬೇಗನೆ ಎಚ್ಚರಗೊಳ್ಳುತ್ತೇನೆ ಆದ್ದರಿಂದ ನಾನು ಮುಂಗೋಪದ ಭಾವನೆಯನ್ನು ಅನುಭವಿಸುತ್ತೇನೆ,0
ನಾನು ಈ ಬ್ಲಾಗ್ ವಿಮರ್ಶೆಗೆ ಸ್ವಲ್ಪಮಟ್ಟಿಗೆ ಒತ್ತಾಯಿಸಲ್ಪಟ್ಟಿದ್ದೇನೆ ಆದ್ದರಿಂದ ನಾನು ಸ್ವಲ್ಪ ಧಾವಿಸಿ ಮತ್ತು ಗೊಂದಲಕ್ಕೊಳಗಾಗಿದ್ದೇನೆ,0
ನಾನು ಆಗಾಗ್ಗೆ ಪೂಲ್‌ನಲ್ಲಿ ನನ್ನ ತಾಯಿಯಾಗುವುದರಿಂದ ನಾನು ತುಂಬಾ ಅಸೂಯೆಪಡುವುದಿಲ್ಲ ಆದರೆ ಮತ್ತೆ ಗಂಡನನ್ನು ಹೊಂದಲು ಸಂತೋಷವಾಗಿದೆ,0
ನನಗೆ ಸಹಾಯ ಮಾಡಲಾಗಲಿಲ್ಲ ಆದರೆ ಚರ್ಚೆಯ ಎರಡೂ ಬದಿಗಳಲ್ಲಿ ಮತ್ತು ಅನಗತ್ಯ ದ್ವಿಗುಣದ ಬಗ್ಗೆ ಅಸಮಾಧಾನವಿದೆ,0
ನನ್ನ ಕೆರಳಿಸುವ ಸೂಕ್ಷ್ಮ ಸಂಯೋಜನೆಯ ಚರ್ಮವು ಅಂತಿಮವಾಗಿ ಅದರ ಹೊಂದಾಣಿಕೆಯನ್ನು ಪೂರೈಸಿದೆ ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ,0
ನಾನು ಸ್ಫೂರ್ತಿಯನ್ನು ಕಂಡುಕೊಳ್ಳುವ ಸಮಯದ ಕೊರತೆಯ ಬಗ್ಗೆ ನಾನು ನಿಜವಾಗಿಯೂ ಚಿಂತಿಸುತ್ತಿದ್ದೇನೆ,0
ನಾನು ನನ್ನ ಹಣವನ್ನು ಇಡುವಾಗ ಕ್ಯಾಷಿಯರ್‌ನೊಂದಿಗೆ ಮಾತನಾಡಲು ಸಾಧ್ಯವಾಯಿತು ಈಗ ನಾನು ನಾಣ್ಯಗಳೊಂದಿಗೆ ಮುಗ್ಗರಿಸಲು ಮತ್ತು ನನ್ನ ಪರ್ಸ್‌ನಲ್ಲಿ ಇರಿಸಿಕೊಳ್ಳಲು ಒಂದು ಸೆಕೆಂಡ್ ತೆಗೆದುಕೊಂಡರೆ ನಾನು ವಿಪರೀತ ಮತ್ತು ಒತ್ತಡವನ್ನು ಅನುಭವಿಸುತ್ತೇನೆ,0
ನಾನು ಒತ್ತು ಬದಲಾಯಿಸಬಹುದು ಮತ್ತು ನಾನು ಸ್ಟೆಲ್ಲಾ ಎಂದು ಹೇಳಬಹುದು ಮತ್ತು ನಾನು ಅಸಹನೆಯನ್ನು ಅನುಭವಿಸುತ್ತಿದ್ದೇನೆ ಎಂದು ನಾನು ಗಮನಿಸುತ್ತಿದ್ದೇನೆ,0
ನಾನು ಹೊರಗುತ್ತಿಗೆಯನ್ನು ಇಷ್ಟಪಡುವುದಿಲ್ಲ ಏಕೆಂದರೆ ನಾನು ಮೆಚ್ಚದ ಹುಲ್ಲುಗಾವಲು ಮತ್ತು ಸಾಮಾನ್ಯವಾಗಿ ಇತರರ ಕೆಲಸದ ಬಗ್ಗೆ ಅತೃಪ್ತಿ ಹೊಂದಿದ್ದೇನೆ ಆದರೆ ನಾನು ಹೊರಗುತ್ತಿಗೆಗೆ ನನ್ನನ್ನು ಒತ್ತಾಯಿಸಬೇಕಾಗಿದೆ ಏಕೆಂದರೆ ನೀವು ಎಲ್ಲವನ್ನೂ ನೀವೇ ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ ಎಂದು ನೀವು ತಿಳಿದುಕೊಳ್ಳಬೇಕು,0
ನಾನು ಇಂದು ತುಂಬಾ ಕಷ್ಟಪಟ್ಟಿದ್ದೇನೆ ಮತ್ತು ನಾನು ಹುಚ್ಚುತನದ ಮತ್ತು ದಣಿದ ಮತ್ತು ಪ್ರೇರೇಪಿತವಾಗಿಲ್ಲದಿದ್ದರೂ ಸಹ ನಾನು ಹನ್ನೊಂದು ಮೂವತ್ತಕ್ಕಿಂತ ಮೊದಲು ಮಲಗಲು ಹೋಗುತ್ತಿಲ್ಲ,0
ನಾನು ಅದನ್ನು ಹೇಳುತ್ತಿರುವಾಗ ನಾನು ನಿಜವಾಗಿಯೂ ಕಿರಿಕಿರಿ ಅನುಭವಿಸುತ್ತಿದ್ದೇನೆ ಎಂದು ನಾನು ಅರಿತುಕೊಂಡೆ,0
ಬಹಳಷ್ಟು ಪುರುಷರು ರಾಯಲ್ ಆಗಿ ಫಕ್ ಆಗಿದ್ದಾರೆ ಮತ್ತು ಜೀವನವನ್ನು ಹಾಳುಮಾಡುತ್ತಿದ್ದಾರೆ ಮತ್ತು ಪ್ರಕ್ರಿಯೆಯಲ್ಲಿ ತಮ್ಮನ್ನು ತಾವು ನಾಶಪಡಿಸಿಕೊಳ್ಳುತ್ತಿದ್ದಾರೆ ಎಂದು ನನಗೆ ಅನಿಸುತ್ತದೆ,0
ನಾನು ದೇವರ ಮೇಲೆ ಹುಚ್ಚನಾಗಬಹುದೆಂದು ನನಗೆ ಅನಿಸಲಿಲ್ಲ ಏಕೆಂದರೆ ದೇವರು ಉದ್ದೇಶವಿಲ್ಲದೆ ಏನನ್ನೂ ಮಾಡುವುದಿಲ್ಲ ಎಂದು ನನಗೆ ತಿಳಿದಿದೆ,0
"ನಾನು ಕೆಲವೊಮ್ಮೆ ತಲೆ ಕೆಡಿಸಿಕೊಳ್ಳಲು ಪ್ರಚೋದನೆಗಳನ್ನು ಹೊಂದಿದ್ದೇನೆ ಏಕೆಂದರೆ ನಾನು ತುಂಬಾ ತೊಂದರೆಗೀಡಾಗಿದ್ದೇನೆ ಮತ್ತು ಸಾಮಾನ್ಯವಾಗಿ ಯಾವುದೂ ನನಗೆ ತೊಂದರೆಯಾಗುವುದಿಲ್ಲ ಅಥವಾ ಕಿರಿಕಿರಿಯನ್ನು ಉಂಟುಮಾಡುವುದಿಲ್ಲ, ನಾನು ಹುಚ್ಚನಾಗಿದ್ದಾಗ ನಾನು ನನ್ನ ತೋಳುಗಳನ್ನು ಗೀಚುತ್ತೇನೆ",0
ನಾನು ಇಂದು ಸ್ವಲ್ಪ ಕಿರಿಕಿರಿಯನ್ನು ಅನುಭವಿಸುತ್ತಿದ್ದೇನೆ,0
ಕೆಲವು ವಾರಗಳ ಹಿಂದೆ ನಾನು ಲಘುವಾಗಿ ತೆಗೆದುಕೊಂಡಿದ್ದೇನೆ ಮತ್ತು ಇದು ನಿಜವಾಗಿಯೂ ವಿಲಕ್ಷಣವಾಗಿದೆ ಮತ್ತು ನನಗೆ ನಿಜವಾಗಿಯೂ ಕ್ಷೋಭೆ ಮತ್ತು ನಿರಾಶೆಯನ್ನುಂಟುಮಾಡುತ್ತದೆ,0
"ನಾನು ಅವಳನ್ನು ಕೇಳಿದೆ, ಅವಳು ನನ್ನ ಮೇಲೆ ಹೆಚ್ಚಿನ ಹುಡುಗಿಯರನ್ನು ಹೊಂದಿದ್ದಾಳೆ ಎಂಬುದಕ್ಕೆ ಅವಳು ಅಸೂಯೆ ಪಡುತ್ತಾಳೆ ಎಂದಳು ಮತ್ತು ನಂತರ ಅವಳು ಹೇಳಿದಳು ನಾನು ನಿನ್ನನ್ನು ಸ್ವಲ್ಪ ಇಷ್ಟಪಡುತ್ತೇನೆ",0
ನಾನು ಸೆಳೆತ ಮತ್ತು ಹುಚ್ಚುತನವನ್ನು ಅನುಭವಿಸುತ್ತಿದ್ದೇನೆ,0
ಈ ಆತ್ಮರಹಿತ ಪರಿಸರದಲ್ಲಿ ನಾನು ಅವಳನ್ನು ವ್ಯಾಯಾಮ ಮಾಡಲು ಪ್ರಯತ್ನಿಸಿದರೆ ಬ್ರಿಯಾರ್ ಬೀಗಲ್ ಅವಳ ಅಸಹ್ಯಕರ ನೋಟವನ್ನು ನನಗೆ ನೀಡುತ್ತದೆ,0
ನಾನು ಮನವಿ ಸ್ವೀಕರಿಸುವ ಮಾಧ್ಯಮಗಳ ವಾಗ್ದಾಳಿಯಿಂದ ನಾನು ವಿಚಲಿತನಾಗಿದ್ದೇನೆ,0
ನಾನು ಅಸೂಯೆ ಪಟ್ಟದ್ದನ್ನು ನೆನಪಿಸಿಕೊಳ್ಳುತ್ತೇನೆ ಆದರೆ ಯುವ ಆರೋಗ್ಯವಂತ ವ್ಯಕ್ತಿಯು ಕೇವಲ ಬದುಕುಳಿದ ವ್ಯಕ್ತಿಯನ್ನು ಏಕೆ ಅಸೂಯೆಪಡುತ್ತಾನೆ,0
ಈ ಜನರ ಬಗ್ಗೆ ನನಗೆ ತುಂಬಾ ಅಸೂಯೆ ಪಟ್ಟರೂ ಏನೂ ಬದಲಾಗುವುದಿಲ್ಲ ಎಂದು ನನಗೆ ತಿಳಿದಿದೆ ಆದರೆ ನಾನು ಈ ಜನರ ಬಗ್ಗೆ ಅಸೂಯೆ ಪಡುವುದನ್ನು ನಿಲ್ಲಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ ಏಕೆಂದರೆ ಅದು ವರ್ತಿಸುವ ಮಾನವ ಸ್ವಭಾವವಾಗಿದೆ,0
ನಾನು ಕಹಿ ಅನುಭವಿಸದಿರಲು ಪ್ರಯತ್ನಿಸುತ್ತಿದ್ದೇನೆ ಆದರೆ ನನ್ನ ಆಸೆ ಬಹುಮಟ್ಟಿಗೆ ಅಸಾಧ್ಯವೆಂದು ತೋರುತ್ತಿರುವಾಗ ನಾನು ಬೇರೆ ಹೇಗೆ ಭಾವಿಸಬಹುದು,0
ನಾನು ಪಾದಚಾರಿ ಮಾರ್ಗದ ಯುರುಸಿ ಯತ್ಸುರಾ ಮತ್ತು ಕೋಹೀಡ್ ಮತ್ತು ಕ್ಯಾಂಬ್ರಿಯಾವನ್ನು ಅವರು ಕಿತ್ತುಹಾಕಿದ್ದಾರೆಂದು ಮನನೊಂದಿಸದೆ ನೆನಪಿಸಿಕೊಳ್ಳುತ್ತೇನೆ,0
"ನಾನು ಇಷ್ಟಪಡುವ ಜನರು ನನ್ನೊಂದಿಗೆ ಮಾತನಾಡುವುದಿಲ್ಲ ಮತ್ತು ಇನ್ನು ಮುಂದೆ ನನ್ನೊಂದಿಗೆ ಸಂಪರ್ಕ ಹೊಂದಿಲ್ಲ ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ ಏಕೆಂದರೆ ಅವರು ಮಾನಸಿಕ ಆರೋಗ್ಯ ಮತ್ತು ಭಾವನಾತ್ಮಕ ಸಮಸ್ಯೆಗಳನ್ನು ಕಳೆದುಕೊಂಡಿದ್ದಾರೆ, ಅದನ್ನು ಅರ್ಥಮಾಡಿಕೊಳ್ಳಲು ಅಥವಾ ಒಳಗೊಳ್ಳಲು ನಾನು ಸಹಾಯ ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ",0
ನಾನು ಇಲ್ಲಿ ಬರೆಯುತ್ತಿದ್ದೇನೆ ಮತ್ತು ಹಂಚಿಕೊಳ್ಳುತ್ತಿದ್ದೇನೆ ನನ್ನ ಸ್ವಂತ ಕಥೆಯ ಬಗ್ಗೆ ಮತ್ತು ನನ್ನ ಹೃದಯದಿಂದ ನಾನು ನಂಬುವ ವಿಷಯವೆಂದರೆ ಜಗತ್ತು ನನ್ನ ಮೇಲೆ ಕೋಪಗೊಳ್ಳುವುದಕ್ಕಿಂತ ದೇವರಲ್ಲಿ ನಮ್ಮಲ್ಲಿರುವ ಸಂಪತ್ತನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು ಅಥವಾ ಜನರು ಮತ್ತು ನಾಯಕರು ಮತ್ತು ಪೋಷಕರನ್ನು ದೂಷಿಸಲು ಪ್ರಯತ್ನಿಸುತ್ತಿದ್ದಾರೆ,0
ಪೀಟ್ ಎಡೋಚಿ ಸಾವಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಿದ ಅವಮಾನವನ್ನು ನಾನು ಅನುಭವಿಸುತ್ತೇನೆ,0
ನಾನು ಭಾವಿಸುತ್ತೇನೆ ಆದರೆ ಅಂತಹ ಪ್ರತಿಕೂಲ ಮಟ್ಟಿಗೆ ಅಲ್ಲ,0
ನಾನು ಖಂಡಿತವಾಗಿಯೂ ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ಅಭಿರುಚಿಯಾಗಿದ್ದೇನೆ ಆದರೆ ಇತ್ತೀಚೆಗೆ ನನ್ನ ಸುತ್ತಲಿರುವ ಅನೇಕರು ರುಚಿ ಕಹಿ ಎಂದು ಭಾವಿಸಿದ್ದಾರೆ,0
ಇದು ನಿಜವಾದ ಹೀರೋಗಳಿಲ್ಲದ ಸರಣಿಯ ಸ್ಥಳವಾಗಿದೆ ಎಂದು ನಾನು ಇಷ್ಟಪಡುತ್ತೇನೆ ಮತ್ತು ಈ ಪುಸ್ತಕಗಳಲ್ಲಿನ ದಂಪತಿಗಳು ಪ್ರೀತಿಯಲ್ಲಿ ಬೀಳುವ ರೀತಿಯಲ್ಲಿ ಅವರು ಮನೆಗೆ ಕರೆಯುವ ಸ್ಥಳದಂತೆಯೇ ಹಿಂಸಾತ್ಮಕ ಮತ್ತು ಹುಚ್ಚುತನದ ಭಾವನೆಯನ್ನು ನಾನು ಇಷ್ಟಪಡುತ್ತೇನೆ,0
ಅವನು ಅಂತಿಮವಾಗಿ ಸಹಿಸಿಕೊಳ್ಳುವ ಅನಾರೋಗ್ಯದಿಂದ ಬಳಲುತ್ತಿದ್ದಾನೆ ಮತ್ತು ಈಗ ಕೇವಲ ತಣ್ಣನೆಯ ಭುಜವನ್ನು ನೀಡುತ್ತಿದ್ದಾನೆ ಎಂದು ನಾನು ದಿನನಿತ್ಯದ ಟ್ಯಾಗ್‌ನೊಂದಿಗೆ ಅಸಹ್ಯಕರ ಕಿರಿಕಿರಿಯ ಕರೆಯಂತೆ ಭಾವಿಸುತ್ತೇನೆ,0
ನಾನು ಇಂದು ಮನೆಯಲ್ಲಿ ಕುಳಿತು ಪರಿಷ್ಕರಿಸುತ್ತಿದ್ದೇನೆ ಮತ್ತು ಎಲ್ಲದರಲ್ಲೂ ಸಾಕಷ್ಟು ಒತ್ತಡವನ್ನು ಅನುಭವಿಸುತ್ತಿದ್ದೇನೆ,0
ಅವರು ಭಾಗವಹಿಸಿದ ಪ್ರತಿ ಅಧಿವೇಶನದಲ್ಲಿ ನಾನು ಹೆಚ್ಚು ಹೆಚ್ಚು ನಿರಾಶೆಗೊಂಡಿದ್ದೇನೆ,0
ನಾನು ಆಕ್ರಮಣಕ್ಕೊಳಗಾಗಿದ್ದೇನೆ ಅಥವಾ ಅವಮಾನಿತನಾಗಿದ್ದೇನೆ ಎಂದು ಭಾವಿಸುತ್ತೇನೆ ದಾಳಿಯ ಕಲ್ಪನೆಯು ನನ್ನ ಸ್ವಂತ ಮನಸ್ಸಿನಲ್ಲಿ ಜೀವಂತವಾಗಿದೆ ಮತ್ತು ಚೆನ್ನಾಗಿದೆ ಎಂಬುದನ್ನು ಅರಿತುಕೊಳ್ಳುವುದು ಸಹಾಯಕವಾಗಿದೆ,0
ನನ್ನ ಬುದ್ಧಿಮತ್ತೆಯನ್ನು ಅವಮಾನಿಸಲಾಗಿದೆ ಎಂದು ನಾನು ಭಾವಿಸಿದಾಗ ನಾನು ಸುಲಭವಾಗಿ ಅಪರಾಧ ಮಾಡುತ್ತೇನೆ,0
"ನನ್ನ ಪ್ಲೇಡೇಟ್ ನೀತಿಯನ್ನು ಜಾರಿಗೊಳಿಸುವುದನ್ನು ನಾನು ಮುಂದುವರಿಸಬೇಕಾಗಿತ್ತು ಅಂದರೆ ಪ್ರತಿ ದಿನವೂ ಒಂದು ಭಯಾನಕ ಬೆಳಿಗ್ಗೆ ಡ್ರಾಪ್‌ನಲ್ಲಿ ಮತ್ತು ಮಧ್ಯಾಹ್ನ ಒಮ್ಮೆ ನಾನು ನೋವಾಗೆ ನೆನಪಿಸಿದಾಗ ಎರಡು ಬಾರಿ ಕೋಪಗೊಂಡಿದ್ದೆ, ಏಕೆಂದರೆ ಮಮ್ಮಿ ಕಾಣೆಯಾದ ಕೆಟ್ಟ ಡ್ರಾಪ್‌ನಿಂದ ಅವನು ಆಟವಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ",0
ನಾನು ಕೆಲವು ಹರಿರಾಯ ಕುಕೀಗಳನ್ನು ರುಚಿ ನೋಡಿದೆ ಮತ್ತು ದುರಾಸೆಯ ಭಾವನೆಯಿಂದ ನಾನು ಹೋಗಿ ಅವರ ಕುಯೆಹ್ ಮಕ್ಮುರ್ ಮತ್ತು ಟಾರ್ಟ್ ಅನ್ನು ಪ್ರಿ-ಬುಕ್ ಮಾಡುತ್ತೇನೆ ಏಕೆಂದರೆ ಅವರ ನೈರ್ಮಲ್ಯ ಗುಣಮಟ್ಟ ಮತ್ತು ಪದಾರ್ಥಗಳು ನನಗೆ ತಿಳಿದಿವೆ,0
ನಾನು ಏನನ್ನಾದರೂ ಖರೀದಿಸುತ್ತೇನೆ ಮತ್ತು ನಾನು ಬೇರೆ ಯಾವುದನ್ನು ಖರೀದಿಸಿಲ್ಲ ಎಂದು ನೋಡುತ್ತೇನೆ ಮತ್ತು ನಂತರ ಇಲ್ಲಿ ಮತ್ತು ಅಲ್ಲಿ ಸ್ವಲ್ಪ ಹೋಲಿಕೆ ಮಾಡಿದ ನಂತರ ನನ್ನ ಖರೀದಿಯಿಂದ ನಾನು ಇದ್ದಕ್ಕಿದ್ದಂತೆ ಅತೃಪ್ತನಾಗಿದ್ದೇನೆ,0
ನಾನು ಒಳ್ಳೆಯ ಮಾಹಿತಿಯನ್ನು ಹೊಂದಿದ್ದೇನೆ ಎಂದು ನನಗೆ ತಿಳಿದಿತ್ತು ಏಕೆಂದರೆ ನನ್ನ ಆರಂಭಿಕ ಪ್ರತಿಕ್ರಿಯೆಯು ಮನನೊಂದಿದೆ ಮತ್ತು ನಿಖರವಾಗಿ ಮಾಡದಿರುವ ಬಗ್ಗೆ ಮಾತನಾಡುತ್ತಿದ್ದರೂ ವಾದಿಸಲು ಬಯಸುತ್ತೇನೆ,0
ನಾನು ಅದನ್ನು ಹೇಳುತ್ತಿದ್ದೇನೆ ಎಂದು ಭಾವಿಸುತ್ತೇನೆ ಆದರೆ ಮುಂದಿನ ಶನಿವಾರ ನಾನು ಒಬ್ಬಂಟಿಯಾಗಿರಲು ಬಯಸುತ್ತೇನೆ ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ,0
ನಾನ್‌ಸ್ಟಾಪ್ ಎಡಪಂಥೀಯ ಪ್ರಚಾರದಿಂದ ನೀವು ತುಂಬಾ ಅಸಹ್ಯಪಡುತ್ತೀರಿ ಎಂದು ನನಗೆ ಗೊತ್ತು ಸಚಿವಾಲಯವು ಮಂಥನ ಮಾಡುತ್ತದೆ ಆದರೆ ಸಾರ್ವಜನಿಕರಿಂದ ಅದು ಟ್ಯೂನ್ ಆಗಿಲ್ಲ,0
ಇದು ಹುಚ್ಚು ದುಃಖ ನಿರಾಶೆಯೋ ಅಥವಾ ಶಾಂತಿಯುತವೋ ಎಂದು ನಾನು ಭಾವಿಸುತ್ತಿದ್ದೆ,0
ವಿಶೇಷವಾಗಿ ದೇವರ ವಾಕ್ಯದಲ್ಲಿ ನೆಲೆಗೊಳ್ಳದ ಹೊಸ ನಂಬಿಕೆಯುಳ್ಳವರಿಗೆ ಇದು ಅಪಾಯಕಾರಿ ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ,0
ನಾವು ನಮ್ಮ ಫ್ಲಾಟ್‌ನಲ್ಲಿ ಪೀಠೋಪಕರಣಗಳನ್ನು ಮರುಹೊಂದಿಸಿದಾಗ ಮತ್ತು ಕುರ್ಚಿಯಲ್ಲಿ ಸಿಲುಕಿಕೊಂಡಾಗ,0
ನಾನು ಒತ್ತಡವನ್ನು ಅನುಭವಿಸುತ್ತಿದ್ದೇನೆ ಮತ್ತು ಸ್ವಲ್ಪ ಹೆಚ್ಚು ಆತಂಕಕ್ಕೊಳಗಾಗಿದ್ದೇನೆ,0
ನಾನು ವಿಶೇಷವಾಗಿ ಕೋಪಗೊಂಡಿದ್ದೇನೆ ಮತ್ತು ಪಾರ್ಟಿಗೆ ಹೋಗಲು ಬಯಸುತ್ತೇನೆ,0
ನಾನು ರಜಾದಿನಗಳ ದುರಾಸೆ ಮತ್ತು ನನ್ನ ಜವಾಬ್ದಾರಿಗಳನ್ನು ಮರೆತಿದ್ದೇನೆ,0
ನಾನು ಅತೃಪ್ತನಾಗಿದ್ದೇನೆ ಮತ್ತು ಗುಣಪಡಿಸಲು ಹೆಚ್ಚು ಒಗ್ಗಿಕೊಂಡಿದ್ದೇನೆ,0
ನಾನು ಈಗಾಗಲೇ ಅಸೂಯೆ ಪಟ್ಟಿದ್ದೇನೆ,0
ಕ್ಲಾಸ್ ಲೀಡರ್ ತನ್ನ ಸ್ನೇಹಿತರನ್ನು ಮಾತ್ರ ಆಯ್ಕೆ ಮಾಡುತ್ತಾನೆ ಎಂದು ಕೆಲವರು ಹೇಳುತ್ತಾರೆ ನಿಜವಲ್ಲ,0
ಅವಳು ಸಮುದ್ರಕ್ಕೆ ಅಲೆದಾಡುವುದು ಅತ್ಯಂತ ಅಪಾಯಕಾರಿ ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ,0
"ನಾನು ಅದನ್ನು ಪದಗಳಿಲ್ಲದೆ ಹಾಕಬಲ್ಲೆ ಏಕೆಂದರೆ ಈ ಬೆಳಿಗ್ಗೆ ಅದು ತುಂಬಾ ಸುಂದರವಾಗಿತ್ತು ಎಂದು ನಾನು ಟೈಪ್ ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ, ಹೌದು ನಾನು ಇಂದು ವ್ಯಂಗ್ಯವಾಗಿ ಭಾವಿಸುತ್ತೇನೆ",0
ನಾನು ಈಗ ಹಿಂದೆಂದಿಗಿಂತಲೂ ಹೆಚ್ಚು ಹಿಂಸಾತ್ಮಕವಾಗಿ ಭಾವಿಸುತ್ತೇನೆ,0
ಕಾಸ್ಪ್ಲೇ ಗೂಂಡಾಗಳ ನಾಯಕರು ನೀವು ಇದ್ದರೆ ಅವರು ಹೆದರುವುದಿಲ್ಲ ಎಂದು ಹೇಗೆ ಅವಮಾನಿಸಿದ್ದೇನೆ ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ,0
ನಾನು ಸಾಮಾನ್ಯವಾಗಿ ನನಗೆ ಅಪ್ರಸ್ತುತವಾಗಿರುವ ಪುಟದ ಆಮಂತ್ರಣಗಳನ್ನು ನಿರ್ಲಕ್ಷಿಸುತ್ತೇನೆ ಅಥವಾ ಫೇಸ್‌ಬುಕ್ ಗೇಮ್ ಆಮಂತ್ರಣಗಳನ್ನು ನಿರ್ಲಕ್ಷಿಸುತ್ತೇನೆ ಏಕೆಂದರೆ ಅದು ವ್ಯಕ್ತಿಗತವಲ್ಲ ಮತ್ತು ಅದು ನಿಷ್ಕಪಟವಾಗಿದೆ,0
ಈ ಸಮಯದಲ್ಲಿ ಹೆಚ್ಚಿನ ತಂಡಗಳು ಜಾಕ್ಸನ್‌ನನ್ನು ಸಮಾಧಾನಪಡಿಸುತ್ತಿದ್ದವು ಎಂದು ನನಗೆ ಅನಿಸುತ್ತದೆ ಆದರೆ ಹದ್ದುಗಳು ಭಯಂಕರವಾಗಿ ಮೊಂಡುತನವನ್ನು ಹೊಂದಿವೆ,0
ನನ್ನ ಭಾವನೆಯನ್ನು ನಾನು ಅವನಿಗೆ ಎಂದಿಗೂ ಹೇಳಲಾರೆ ಮತ್ತು ಅದು ನಿಜವಾಗಿಯೂ ಹೀರುತ್ತದೆ ಏಕೆಂದರೆ ಅವನು ಅದರಿಂದ ನಿಜವಾಗಿಯೂ ತೊಂದರೆಗೊಳಗಾಗುತ್ತಾನೆ ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ,0
ಹಾಲಿವುಡ್‌ನ ಸೀ ಆರ್ಗ್‌ನಲ್ಲಿ ಬಹಳಷ್ಟು ಜನರು ಸಿಟ್ಟುಗೊಂಡಿದ್ದಾರೆ ಎಂಬ ಭಾವನೆ ನನ್ನಲ್ಲಿದೆ,0
ನಾನು ಇತರರ ಬೂಟುಗಳಲ್ಲಿ ನನ್ನನ್ನು ಹಾಕಿಕೊಂಡಾಗ ಮತ್ತು ವ್ಯಕ್ತಿಯನ್ನು ಸಂತೋಷಪಡಿಸಲು ಪ್ರಯತ್ನಿಸುತ್ತೇನೆ,0
ನಾನು ಈ ಕಟುವಾದ ಭಾವನೆಯನ್ನು ಹೊಂದಿದ್ದೇನೆ ಎಂದು ನನಗೆ ಖಚಿತವಾಗಿರಲಿಲ್ಲ ಆದರೆ ನಾನು ಏನೂ ಮಾಡದೆ ಕುಳಿತುಕೊಂಡೆ,0
